estado,mover_adelante,mover_atras,girar_izquierda,girar_derecha,esperar,seleccionar_objetivo
"(3, 12)",4.445520640775364,4.376135466564716,4.239810363474014,4.223656966161558,4.258101880101193,4.357624867747349
"(3, 13)",4.610295851306269,4.6308641513330615,4.419274694023947,4.346364475938398,4.453575313193961,4.419000301572746
"(3, 14)",4.387618348638099,4.6101914329703,4.559086719084007,4.5582625507408805,4.554379797539415,4.672742865412426
"(4, 0)",4.612448545315185,4.2430058235531956,4.381595571145039,4.336748149156632,4.461993283099584,4.532982109627527
"(4, 1)",4.4451498779511605,4.608439402173464,4.420888089034093,4.394232140942516,4.460574591003604,4.558448405648492
"(4, 2)",4.489999879463204,4.51108985112872,4.416416651729113,4.421900958601047,4.392583556648744,4.495676328769301
"(4, 3)",4.43846283037442,4.491706936480175,4.341743949591579,4.348155485200526,4.369300606175152,4.44543535127476
"(4, 4)",4.5573694162081395,4.679857863539222,4.40390169233558,4.427973196580534,4.428535117779751,4.429513676320502
"(4, 5)",4.421487425007056,4.673743653718651,4.5203269648278495,4.324458226020665,4.469561151117597,4.495373678660564
"(4, 6)",4.515079238210776,4.356136355550041,4.495634357296073,4.464853116105865,4.494194176777628,4.469841172273083
"(4, 7)",4.504239968388885,4.614793561752224,4.460651047572328,4.453374603348353,4.453335999212494,4.5567473546438535
"(4, 8)",4.403226784974291,4.545068652728609,4.432755092136386,4.435157371887472,4.435395761789006,4.554314712214062
"(4, 9)",4.4156019771702955,4.45636463048548,4.342530741162088,4.34580370292775,4.3444281430402665,4.439425889436798
"(4, 10)",4.4622298391361,4.528123891310636,4.449656039280112,4.3703779537511585,4.3921988440933815,4.454079482503786
"(4, 11)",4.309973142820019,4.4689024226315786,4.36075983315517,4.3610889327707225,4.3654703617868,4.445535363234107
"(4, 12)",4.4063807102971015,4.334491478670264,4.3588175586425555,4.3635169320944875,4.369109225996026,4.455738716352328
"(4, 13)",4.510804370843089,4.422726642394514,4.463547744008005,4.469183856098483,4.412669606588228,4.53545519776443
"(4, 14)",4.602637595866316,4.563559369986163,4.468824476337213,4.500687907729164,4.472812088442725,4.580667267884388
"(5, 0)",4.542938723581343,4.453315386962457,4.4131672594671585,4.406831683548993,4.41505204704189,4.5156478546745324
"(5, 1)",4.412648904261206,4.4344674226485,4.393728135941044,4.371498565467295,4.355449311025531,4.458631603448898
"(5, 2)",4.4228943639711105,4.362277547578926,4.311628532449822,4.302407162995868,4.301758140734777,4.401804200580333
"(5, 3)",4.356973624062629,4.372318035073753,4.297489873067236,4.317268050534528,4.39511116075824,4.391573573461239
"(5, 4)",4.623572618910391,4.3675393475402196,4.339775667519788,4.360701347552552,4.35966610820317,4.47770423966706
"(5, 5)",4.340425275603974,4.518738936124927,4.289430482839719,4.28687374300105,4.278368703147908,4.316876269896591
"(5, 6)",4.330691556506277,4.321934982663649,4.247991735481207,4.257483846342807,4.315250067228121,4.35211676897451
"(5, 7)",4.554937557271415,4.454968980419599,4.334087939249648,4.361740269754921,4.336292401385963,4.34528587585108
"(5, 8)",4.372824819811055,4.583992136638726,4.340844495141526,4.38564210086755,4.399077762012629,4.447913689019095
"(5, 9)",4.561647431661436,4.465606208101458,4.502195639716643,4.485545982629087,4.425803819898161,4.585849025024724
"(5, 10)",4.447229938211297,4.4480375755956985,4.422751082481219,4.411491893685545,4.399264852585206,4.508140936175365
"(5, 11)",4.409437518226173,4.386960415729237,4.359081956599644,4.361139503885351,4.36009562173874,4.355681672344826
"(5, 12)",4.40431403625896,4.444058556045731,4.342547753553426,4.343247757105595,4.342968922565891,4.442665852550096
"(5, 13)",4.404680471005117,4.4157153322134475,4.395273322132927,4.372757161679771,4.378341190994757,4.476508726916159
"(5, 14)",4.571915354693676,4.596594751401146,4.47556076303197,4.481643756047972,4.460578806474968,4.589823831850458
"(6, 0)",4.225359202756439,4.460132759682505,4.278437055472667,4.224406336792889,4.213900019402294,4.354899354785447
"(6, 1)",4.354372531047173,4.387146349501877,4.2860973266696485,4.37608031181902,4.355606105119023,4.392256948472994
"(6, 2)",4.289656198027252,4.283836399254471,4.255411597746521,4.216702405672168,4.207430188641241,4.319394310417646
"(6, 3)",4.259684503305933,4.399107303175639,4.291037345561053,4.28056759983856,4.314096484211668,4.400107030992807
"(6, 4)",4.625837059074288,4.363693414428684,4.3646383987282125,4.350075082393595,4.333963808522385,4.385360841837663
"(6, 5)",4.333906033301243,4.456099971260743,4.263093001080975,4.215752751420499,4.300392739274679,4.302259012763822
"(6, 6)",4.506655529170157,4.297504120619071,4.359681431593243,4.377513413408638,4.373743361970644,4.389935701555096
"(6, 7)",4.348516870409181,4.505458208384638,4.289176255964216,4.302632117125663,4.283352542297094,4.295691884132845
"(6, 8)",4.346501093953126,4.364770592457703,4.330708422579805,4.3305245368956005,4.329866942770122,4.434646563109701
"(6, 9)",4.362665313072548,4.45071838935789,4.39363461973719,4.381030330351614,4.379423901703778,4.453333759728295
"(6, 10)",4.48257908916953,4.57990534365293,4.390476756307192,4.435200689665267,4.391944959024414,4.547364961086387
"(6, 11)",4.326661217132028,4.50576023329862,4.380603913747387,4.3806827036499705,4.308675723407898,4.488447211044907
"(6, 12)",4.367473316819555,4.347184505704715,4.275518099520837,4.2757987014857815,4.259830921181992,4.2714818864373205
"(6, 13)",4.41529816453123,4.438958517194615,4.346492619332866,4.315108677379751,4.380621943365155,4.3960435762189
"(6, 14)",4.5714813018939,4.379820497078889,4.43128067266425,4.446560471725441,4.432676604825325,4.443656684892128
"(7, 0)",4.26790440610302,4.387772168281964,4.329147208370383,4.260937557849266,4.362104086335246,4.455278362683229
"(7, 1)",4.440704249195543,4.415352518645941,4.320208061504756,4.336179632441418,4.293165446911367,4.4076562825007
"(7, 2)",4.505218280672519,4.53497774155049,4.419997795129991,4.344509451837044,4.430245022691762,4.381285455466408
"(7, 3)",4.521834284808978,4.379753485102298,4.183153440233038,4.372366511008986,4.362453405256093,4.396202584350452
"(7, 4)",4.5068145935502155,4.420101593551625,4.331967777101738,4.322206286149908,4.354074105325064,4.44431739829945
"(7, 5)",4.478545500437376,4.503066726527488,4.271306815498319,4.300220872539301,4.300347678408826,4.2738577507876325
"(7, 6)",4.318055619654964,4.4909980373857765,4.259558468367819,4.253997763744131,4.256601745139113,4.363189509322763
"(7, 7)",4.29312498027175,4.318225783189908,4.035229714054221,4.126990925302199,4.185908672791215,4.286382532616795
"(7, 8)",4.407540197123651,4.4645301569301905,4.352876022238046,4.359807501017615,4.3604929298662505,4.478625554638191
"(7, 9)",4.396125181300936,4.482010739776784,4.349457440042267,4.357016316958495,4.348731851308181,4.458867052202791
"(7, 10)",4.510192292021713,4.5380197195555185,4.370043679353655,4.336742341784377,4.369899352990485,4.479646200710221
"(7, 11)",4.312679729369886,4.50321070317912,4.317294210133892,4.35575454920404,4.3137227106180935,4.473485633186787
"(7, 12)",4.4258555535885975,4.369980485817138,4.266776095960889,4.263845293111241,4.279184869025677,4.265326181884901
"(7, 13)",4.534927580042558,4.471573696524411,4.3058874007979515,4.314428967775103,4.385855794309028,4.42524030094629
"(7, 14)",4.5767287987500715,4.537229647236108,4.429382087618151,4.439167785251242,4.445467426294645,4.540563824788037
"(8, 0)",4.52874542485977,4.363222689184155,4.2727203107901,4.29065754204994,4.2796444947925565,4.316583622791211
"(8, 1)",4.546748328874709,4.379561345521883,4.3423080802024465,4.40392804674261,4.380685183872228,4.406718122492384
"(8, 2)",4.539459358045932,4.433192439102937,4.322719983842272,4.3228729123306895,4.32273035492352,4.3227173900680755
"(8, 3)",4.507237367904615,4.386507085206874,4.324615077686044,4.29804094664409,4.407853702432502,4.323106213575124
"(8, 4)",4.534727832607019,4.400956899990352,4.293992436102364,4.270543017404917,4.283956901738321,4.353630013911039
"(8, 5)",4.5811307507767465,4.354023442325738,4.406105884639651,4.405318990489124,4.352450971900657,4.42178312253091
"(8, 6)",4.451428863819013,4.347000171888569,4.193038566478062,4.322777142701929,4.210419467026408,4.26168856822097
"(8, 7)",4.366268445076504,4.4036139601045585,4.309302068793011,4.2774894516637,4.292016539120163,4.268176657703754
"(8, 8)",4.450778232029084,4.484873401584614,4.3588667406098835,4.3406395950857615,4.3512749826096195,4.4300572128724784
"(8, 9)",4.538995820586158,4.583457850533895,4.351955605789936,4.409229955880573,4.421059059516134,4.525209423199355
"(8, 10)",4.529133047183046,4.511529925258681,4.393293771601374,4.400172575713366,4.403928253938449,4.506917688161674
"(8, 11)",4.513738752272753,4.34621989060067,4.262046092726296,4.3510861458345005,4.253216571413785,4.366938642698101
"(8, 12)",4.446679677274664,4.546975950471372,4.417158656426507,4.348251532209827,4.417037712943796,4.419580248259149
"(8, 13)",4.4844975123681134,4.4638166414903795,4.5365182989457224,4.508074156157011,4.491496627896197,4.57280804007231
"(8, 14)",4.693111126456298,4.497149565568394,4.550900450433127,4.533909734095449,4.434062582749996,4.5848147304601845
"(9, 0)",4.3127387522675065,4.572795400939631,4.387141898228607,4.3539923444213535,4.321580610104428,4.431023915188842
"(9, 1)",4.548736979302584,4.491042571742965,4.292321729849286,4.379317745600895,4.250987532064774,4.4062006726668255
"(9, 2)",4.537384597116702,4.316532635540443,4.442980024065788,4.43541232260296,4.442896988858622,4.437586233813825
"(9, 3)",4.58480835416586,4.488849726563651,4.093407778359899,4.301436840766472,4.075477870677215,4.4043742720576695
"(9, 4)",4.470171418676968,4.247472374614067,4.341427489692745,4.346858987210449,4.346871608269695,4.350892626980871
"(9, 5)",4.497984044805907,4.414651593203661,4.305259864360967,4.310350275161205,4.310269958753623,4.377140863961661
"(9, 6)",4.459907914814693,4.319407075919142,4.194511763435522,4.182309962202762,4.291497257084778,4.2913914419899255
"(9, 7)",4.390736498678947,4.324408980616718,4.418939522304816,4.322447320449987,4.316253984440247,4.424598141956638
"(9, 8)",4.568639326063116,4.485132912801087,4.392126735248654,4.376413057676601,4.444315273725438,4.49459011947988
"(9, 9)",4.417133474294635,4.5190477558192965,4.261987031757633,4.353287702620823,4.253640208902582,4.353410669618689
"(9, 10)",4.4287222220298466,4.317913644692134,4.373015981586564,4.3528748219523425,4.373175359454952,4.2732502809155
"(9, 11)",4.301497343890334,4.449394683650195,4.312317814166929,4.320045037047816,4.322353942710311,4.315179736210938
"(9, 12)",4.306395449775885,4.520194696229158,4.26730808773785,4.3272093402068394,4.318537367667197,4.384688807897923
"(9, 13)",4.307379483687202,4.499897949677242,4.451758663639114,4.471629999957945,4.438497681240068,4.56505123648806
"(9, 14)",4.458261384390138,4.398093129328371,4.409006702218134,4.39961943640502,4.409329836462409,4.50934841539632
"(10, 0)",4.0224078038659,4.560887025055726,3.7213792628770603,4.083579304425844,4.021767367477232,4.263747866271081
"(10, 1)",4.332524986530672,4.4517414505329445,3.7609391391875238,4.17541608954316,3.4351042629519872,4.218952285125678
"(10, 2)",4.504366051536033,4.380650508535348,4.233944178862171,4.261389329883004,4.258898308420925,4.262367804030606
"(10, 3)",4.3895672728093755,4.262643844383003,4.149754587038731,4.237673183731503,4.237618641707352,4.249568404183317
"(10, 4)",4.324978819656066,4.135064540196602,4.158318176319928,4.150180315962523,4.153016924238774,4.299236892703342
"(10, 5)",4.347922481129077,4.324435005954135,4.288876857541131,4.2898877174133325,4.289987880302436,4.324964853627797
"(10, 6)",4.312609074413233,4.292499411231739,4.220672628746515,4.218137807743227,4.238273993276021,4.299624207268683
"(10, 7)",4.4182341092502,4.490164053968007,4.432805904809973,4.365446405039873,4.383607591829906,4.435345346380793
"(10, 8)",4.365018816621282,4.348039438064388,4.287186952798602,4.282215408550798,4.294474894255673,4.402118440604208
"(10, 9)",4.2574697617023824,4.39853277493005,4.245868459352476,4.348849290372033,4.231608865355964,4.343254013214465
"(10, 10)",4.493715536364536,4.253874995874335,4.3664374455943165,4.286929160334912,4.368544703211114,4.372441083670521
"(10, 11)",4.520767163112588,4.45331164580937,4.288998152839006,4.287782620734809,4.2858501109703955,4.3919132680374116
"(10, 12)",4.590397994965994,4.447886646137495,4.444891891072189,4.445258635902277,4.44996189154709,4.458885814944037
"(10, 13)",4.631481525310674,4.578709026821731,4.415640889685561,4.4553644864501765,4.432558146590424,4.461227162562055
"(10, 14)",4.385724781835892,4.380001272082572,4.328495949814409,4.373072697011439,4.33156586619445,4.480204606201818
"(11, 0)",4.127978691375613,4.320167096053886,4.016093474722153,4.00233111680473,4.0158099791515465,3.862138769533136
"(11, 1)",3.910808456633314,4.012796206482575,3.823239991272208,4.115437355636905,4.034012754750139,4.124186922044546
"(11, 2)",4.138892619970832,4.3896624863233935,4.093819253432257,4.048220482468277,4.103676555293204,4.154536181347241
"(11, 3)",4.281471159705495,4.427183266206479,4.105940616278146,4.062712232399886,4.1765452015729325,4.249785974763972
"(11, 4)",4.364344889335052,4.469018534286524,4.3410641771600345,4.341205756958425,4.3303580293952555,4.362046177774205
"(11, 5)",4.4906851276181,4.43777042575793,4.314587615495801,4.315691445716825,4.315873621709764,4.344875537442831
"(11, 6)",4.390317665877143,4.389699723370901,4.269395314221893,4.267839413351054,4.269971906509948,4.3610357184771145
"(11, 7)",4.419209995761516,4.445226313121776,4.37645408800532,4.394225367494093,4.391341568443054,4.516028442276726
"(11, 8)",4.360930535920869,4.438331521703632,4.330995934339897,4.31625303128114,4.336515996638831,4.45226538995024
"(11, 9)",4.351490384230334,4.4024488121444625,4.251081824472071,4.242769833756263,4.255238983972388,4.355029711361466
"(11, 10)",4.346313045003561,4.295822467047937,4.209628670434483,4.213582699675994,4.1573935475642365,4.243535079255549
"(11, 11)",4.4116454950338335,4.476920005137697,4.284543258198504,4.315135341512162,4.2845245544397494,4.350656023895099
"(11, 12)",4.570185013693448,4.521243465988631,4.381391082560568,4.359787201893967,4.410632661717228,4.414719651282746
"(11, 13)",4.42140066441997,4.50115321557121,4.393878388614176,4.364932073762208,4.393540728789316,4.459643548489107
"(11, 14)",4.440126348714653,4.544768158582501,4.409384630423332,4.408906940695946,4.408944196781979,4.50956081440206
"(12, 0)",4.073548120341023,4.20252375650378,3.7758568858799895,3.847199869836627,3.8942309018821453,4.055237373072797
"(12, 1)",4.245932922301989,4.202757975871549,4.077961877628393,4.0873655861907,4.062961886160661,4.175912144490471
"(12, 2)",4.290805608405132,4.244804613835592,4.2508455710245965,4.26100520127249,4.250136873164985,4.357161136112677
"(12, 3)",4.353304136986166,4.265691961191876,4.233260528174947,4.222255573109798,4.225892065301178,4.337782500372505
"(12, 4)",4.317129484979037,4.363172509191269,4.216426106431907,4.212768048949602,4.212442873130006,4.291683481327011
"(12, 5)",4.314650312263243,4.500749564945352,4.374104800150765,4.3743894008455335,4.347488613622125,4.375206544119941
"(12, 6)",4.305358474379416,4.397533689663387,4.288953821050294,4.315913261430186,4.306453448578762,4.384295891626361
"(12, 7)",4.4383895556445525,4.54454245511042,4.419808410690444,4.416883010165264,4.4153398776726585,4.451311335099374
"(12, 8)",4.5148934754422045,4.262239125462802,4.162431066181825,4.3227677093364605,4.270042847022353,4.256873780287726
"(12, 9)",4.332114011455978,4.47032855408791,4.346318974752681,4.358344653648164,4.347097705741841,4.447256401672431
"(12, 10)",4.36801436154896,4.514298330921735,4.320642885001346,4.241166317159285,4.317713984084594,4.396978836378095
"(12, 11)",4.455006277260003,4.4805222842427455,4.327477617677269,4.340372200990052,4.336717849365161,4.428474744566927
"(12, 12)",4.362630979897265,4.506659493152962,4.312555324984738,4.36042147724264,4.311117460150612,4.39884450403971
"(12, 13)",4.521848479663051,4.4542367652240245,4.395033940709964,4.337029121160534,4.3432623738347615,4.421521573107602
"(12, 14)",4.3881607664743205,4.3697925396791035,4.31008692153256,4.3164014092947305,4.32225138446577,4.410935562028864
"(13, 0)",4.153270930841814,4.1520197580314475,4.003025891193806,4.041509161304742,3.9906973131204673,3.6688239013704287
"(13, 1)",4.344530974825108,4.344193258696273,4.242639705476298,4.205187655124377,4.229456635870464,4.336834344105435
"(13, 2)",4.462738506447749,4.159428710531132,4.331090725809287,4.307926253995848,4.156092261710817,4.424019169273968
"(13, 3)",4.33811748241871,4.368526266949776,4.277472358581192,4.271653796042735,4.262002893387029,4.358424201030434
"(13, 4)",2.9072722473752353,4.153435474640677,4.306150356754094,4.224392598228606,4.258365493279469,4.38396678229129
"(13, 5)",3.407660506201756,4.438803828673045,4.275677960682166,4.179759594320938,4.2757470343501645,4.305787475630036
"(13, 6)",4.366747037488337,4.248996238629115,4.237830510163137,4.237882729917577,4.115585185766375,4.22676481919824
"(13, 7)",4.570101565116157,4.27980840944909,4.336570971887976,4.325156447602705,4.33262831462164,4.430376781886169
"(13, 8)",4.3915701814293735,4.366837904040522,4.198793090316443,4.099103035896445,4.0080887607152755,4.304649192664455
"(13, 9)",4.229220032409534,4.352055450138119,4.258012335786537,4.091708753576655,4.259247842203347,4.426782066636218
"(13, 10)",4.407367223114909,4.495567763645862,4.275266993590844,4.276569048801268,4.340186998183489,4.415191514635189
"(13, 11)",4.183148278768351,4.467673908693287,4.282980434405675,4.284370658479151,4.28295091537059,4.375368253070555
"(13, 12)",4.50764231385205,4.506402366032694,4.3641255381547674,4.376052045405926,4.372217232250257,4.22146703174704
"(13, 13)",4.428207308555776,4.421179069978025,4.288793794587594,4.342023510604603,4.292604742976662,4.439669354892454
"(13, 14)",4.384741784083864,4.33655534771651,4.38181959225593,4.367173593402656,4.377881538294083,4.436057333399711
"(14, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 4)",0.6299270208559264,1.9758909107270934,0.7376961958489849,0.8199535519534343,2.5978270703015514,0.8522885154734215
"(14, 5)",0.37836289544101653,3.2948178465771765,0.6465362438092754,0.8030178739097636,0.6389718861499928,0.6227180690066446
"(14, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 8)",0.0,0.22361499999999998,0.21234304874999999,0.0,0.11654999999999997,0.06999999999999999
"(14, 9)",0.0,0.29459229950540355,0.30348725049999997,0.0,0.3195296999999999,0.0
"(14, 10)",0.0,0.25655,0.24608427374999994,0.06999999999999999,0.0,0.0
"(14, 11)",0.0,0.7486046492025447,0.0,0.0,0.20273575,0.20481927374999995
"(14, 12)",0.0,0.7076959928367006,0.0,0.0,0.13754999999999998,0.0
"(14, 13)",0.0,0.0,0.0,0.0,0.0,0.0
"(14, 14)",0.0,0.20964999999999998,0.0,0.0,0.0,0.0
"(15, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 4)",0.21000000000000002,0.36934828867341196,0.18205632374999994,0.7960476094281478,0.9160644095152958,0.0
"(15, 5)",0.41241724999999996,0.5358777002093172,0.3718000838956249,0.3718000838956249,0.34425747124999995,0.45383471262499997
"(15, 6)",0.0,0.40715247125,0.0,0.0,0.0,0.0
"(15, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 8)",0.0,0.0,0.0,0.0,0.0,0.0
"(15, 9)",0.21431918029374994,0.4331782214753437,0.22529229950540353,0.0,0.22529229950540353,0.23352225489534373
"(15, 10)",0.5716691103959777,0.5741808292574307,0.5873793268930488,0.5023819764561914,0.4301499727310285,0.4518302514561914
"(15, 11)",0.9450713576494321,0.7401131209991609,1.031753635506135,0.9303906748445322,0.9417539426246336,1.0950747272250791
"(15, 12)",0.48372563096549864,0.9589413426115798,0.0,0.7650989074617005,0.4861224568098983,0.951437848291648
"(15, 13)",0.5713812318098983,0.20964999999999998,0.0,0.0,0.0,0.0
"(15, 14)",0.21000000000000002,0.6072331590545014,0.0,0.0,0.3806231159778795,0.0
"(16, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 2)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 3)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 4)",0.0,0.06999999999999999,0.0,0.0,0.0,0.0
"(16, 5)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 6)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 7)",0.0,0.0,0.0,0.0,0.0,0.0
"(16, 8)",0.06999999999999999,0.0,0.11654999999999997,0.0,0.0,0.06999999999999999
"(16, 9)",0.4470530345951106,0.46940382283527843,0.6088933383677577,0.46855168342769854,0.4513958217674341,0.5719558199395729
"(16, 10)",0.23875343994090104,0.9103156424698763,0.0,0.0,0.06999999999999999,0.4595719469296965
"(16, 11)",1.1627834825590115,0.46287478580300667,0.9973851402791138,0.852336906695614,0.993512419061276,0.949173506781127
"(16, 12)",0.312257796375,0.0,0.16147074999999997,0.29667144863124995,0.17737804874999996,0.13754999999999998
"(16, 13)",0.133,0.55886362363125,0.20964999999999998,0.20964999999999998,0.0,0.34085932124999996
"(16, 14)",0.5836231159778795,0.6330604632838438,0.7215367835506316,0.646246383444296,0.534679647675792,0.7282532669871433
"(17, 0)",0.0,0.0,0.0,0.0,0.0,0.0
