estado,mover_adelante,mover_atras,girar_izquierda,girar_derecha,esperar
"(21, 2, False)",0,0.13999999999999999,0,0,0
"(21, 3, True)",0,0,0,0,0
"(21, 3, False)",0,0.13999999999999999,-0.19460000000000002,0,0
"(21, 4, True)",0,0,0,0,0
"(21, 4, False)",0.13999999999999999,0.13999999999999999,-0.10641400000000005,-0.07357000000000005,-0.14
"(21, 5, True)",0,0,0,0,0
"(21, 5, False)",0,-0.04690000000000004,0,0,0
"(21, 6, True)",0,0,0,0,0
"(21, 6, False)",0.13999999999999999,0,-0.14,0,0
"(21, 7, True)",0,0,0,0,0
"(21, 7, False)",0.13999999999999999,-0.04690000000000004,0,0,-0.14
"(21, 8, True)",0,0,0,0,0
"(21, 8, False)",0.182,-0.04690000000000004,0,0,0
"(21, 9, True)",0,0,0,0,0
"(21, 9, False)",0.27509999999999996,0,0,-0.14,-0.04690000000000004
"(21, 10, True)",0,0,0,0,0
"(21, 10, False)",0,0,0,0,0
"(21, 11, True)",0,0,0,0,0
"(21, 11, False)",0,0,0,0,0
"(21, 12, True)",0,0,0,0,0
"(21, 12, False)",0,0,0,0,0
"(21, 13, True)",0,0,0,0,0
"(21, 13, False)",0,0,0,0,0
"(21, 14, True)",0,0,0,0,0
"(21, 14, False)",0,0,0,0,0
"(22, 0, True)",0.0,0.0,0.0,0.0,0.0
"(22, 0, False)",0.1921997,0.13999999999999999,-0.14,-0.07735000000000006,-0.055874665000000066
"(22, 1, True)",0,0,0,0,0
"(22, 1, False)",0,0,0,0,0
"(22, 2, True)",0,0,0,0,0
"(22, 2, False)",0,0,0,0,0
"(22, 3, True)",0,0,0,0,0
"(22, 3, False)",0,0,0,0,0
"(22, 4, True)",0,0,0,0,0
"(22, 4, False)",0,-0.14,0,0,0
"(22, 5, True)",0,0,0,0,0
"(22, 5, False)",0,0,0,0,0
"(22, 6, True)",0,0,0,0,0
"(22, 6, False)",0,0,0,0,0
"(22, 7, True)",0,0,0,0,0
"(22, 7, False)",0,0,0,0,0
"(22, 8, True)",0,0,0,0,0
"(22, 8, False)",0,0,0,0,0
"(22, 9, True)",0,0,0,0,0
"(22, 9, False)",0,0,0,0,0
"(22, 10, True)",0,0,0,0,0
"(22, 10, False)",0,0,0,0,0
"(22, 11, True)",0,0,0,0,0
"(22, 11, False)",0,0,0,0,0
"(22, 12, True)",0,0,0,0,0
"(22, 12, False)",0,0,0,0,0
"(22, 13, True)",0,0,0,0,0
"(22, 13, False)",-0.05625655000000004,-0.098,-0.19985420000000004,-0.18200000000000002,-0.16207100000000002
"(22, 14, True)",0,0,0,0,0
"(22, 14, False)",0,0,0,0,0
"(23, 0, True)",0.0,0.0,0.0,0.0,0.0
"(23, 0, False)",0.19109999999999994,0.13999999999999999,-0.14,-0.14,-0.14
"(23, 1, True)",0,0,0,0,0
"(23, 1, False)",0,0,0,0,0
"(23, 2, True)",0,0,0,0,0
"(23, 2, False)",0,0,0,0,0
"(23, 3, True)",0,0,0,0,0
"(23, 3, False)",0,0,0,0,0
"(23, 4, True)",0,0,0,0,0
"(23, 4, False)",0,-0.08890000000000005,0,0,-0.14
"(23, 5, True)",0,0,0,0,0
"(23, 5, False)",0,0,0,0,0
"(23, 6, True)",0,0,0,0,0
"(23, 6, False)",0.13999999999999999,0,0,-0.14,-0.14
"(23, 7, True)",0,0,0,0,0
"(23, 7, False)",0.13999999999999999,0,0,0,0
"(23, 8, True)",0,0,0,0,0
"(23, 8, False)",0,0.23309999999999995,0,-0.14,-0.18200000000000002
"(23, 9, True)",0,0,0,0,0
"(23, 9, False)",0.13999999999999999,0,-0.18200000000000002,-0.18200000000000002,-0.14
"(23, 10, True)",0,0,0,0,0
"(23, 10, False)",0,0,0,0,0
"(23, 11, True)",0,0,0,0,0
"(23, 11, False)",0,0,0,0,0
"(23, 12, True)",0,0,0,0,0
"(23, 12, False)",0,0,0,0,0
"(23, 13, True)",0,0,0,0,0
"(23, 13, False)",-0.08765203247500007,-0.14,0,0,-0.14
"(23, 14, True)",0,0,0,0,0
"(23, 14, False)",0,0,0,0,0
"(24, 0, True)",0.0,0.0,0.0,0.0,0.0
"(24, 0, False)",0.20613673499999996,0.0,-0.14,-0.19460000000000002,-0.19460000000000002
"(24, 1, True)",0,0,0,0,0
"(24, 1, False)",0,0,0,0,0
"(24, 2, True)",0,0,0,0,0
"(24, 2, False)",0,0,0,0,0
"(24, 3, True)",0,0,0,0,0
"(24, 3, False)",0,0,0,0,0
"(24, 4, True)",0,0,0,0,0
"(24, 4, False)",0.13999999999999999,0.09799999999999998,0,-0.04690000000000004,-0.10150000000000005
"(24, 5, True)",0,0,0,0,0
"(24, 5, False)",0,-0.04690000000000004,0,0,0
"(24, 6, True)",0,0,0,0,0
"(24, 6, False)",0.13999999999999999,-0.18200000000000002,0,0,0
"(24, 7, True)",0,0,0,0,0
"(24, 7, False)",0.13999999999999999,0.24850439249999995,0.0637130112499999,0,0.03156201124999991
"(24, 8, True)",0,0,0,0,0
"(24, 8, False)",-0.004900000000000043,0.27509999999999996,-0.04690000000000004,-0.06097000000000005,-0.06519100000000005
"(24, 9, True)",0,0,0,0,0
"(24, 9, False)",0.182,-0.098,0,-0.16667000000000004,-0.16667000000000004
"(24, 10, True)",0,0,0,0,0
"(24, 10, False)",-0.14,-0.03304000000000004,-0.14,-0.14,0
"(24, 11, True)",0,0,0,0,0
"(24, 11, False)",-0.08890000000000005,0.24157579424999998,-0.18200000000000002,-0.24111850000000004,-0.14
"(24, 12, True)",0,0,0,0,0
"(24, 12, False)",0.21590345,-0.098,0.0035757942499999667,0.005066900452249953,-0.010494205750000048
"(24, 13, True)",0,0,0,0,0
"(24, 13, False)",0.2662526474999999,0.11897899999999997,-0.05622604750000007,0.019514949999999916,-0.07774677925000006
"(24, 14, True)",0,0,0,0,0
"(24, 14, False)",0,0,0,0,0
"(25, 0, True)",0.0,0.0,0.0,0.0,0.0
"(25, 0, False)",0.2111424754775,0.05969915397512496,-0.08987755000000004,0.00798220631766243,-0.03819353987487506
"(25, 1, True)",0,0,0,0,0
"(25, 1, False)",0,0,0,0,0
"(25, 2, True)",0,0,0,0,0
"(25, 2, False)",0,0,0,0,0
"(25, 3, True)",0,0,0,0,0
"(25, 3, False)",0.13999999999999999,0,0,0,0
"(25, 4, True)",0,0,0,0,0
"(25, 4, False)",-0.14,0.19109999999999994,-0.18200000000000002,0,0
"(25, 5, True)",0,0,0,0,0
"(25, 5, False)",0.3242006774999999,0,0,-0.19838000000000003,-0.18200000000000002
"(25, 6, True)",0,0,0,0,0
"(25, 6, False)",0.27699349999999995,-0.18622100000000003,0.0626323600174999,0.005413246999999899,0.01155722749999992
"(25, 7, True)",0,0,0,0,0
"(25, 7, False)",-0.07698268200000004,0.08648540074999993,-0.05099429300000007,-0.031050178250000064,-0.038125535000000065
"(25, 8, True)",0,0,0,0,0
"(25, 8, False)",-0.08824721500000006,-0.14,0,-0.14,-0.14
"(25, 9, True)",0,0,0,0,0
"(25, 9, False)",-0.14,0.1933337,-0.24039925000000006,-0.14,-0.24005905000000008
"(25, 10, True)",0,0,0,0,0
"(25, 10, False)",-0.011087965000000047,0.13999999999999999,-0.12497065000000004,-0.15830605000000003,-0.01897000000000003
"(25, 11, True)",0,0,0,0,0
"(25, 11, False)",-0.07106260000000003,0.22355135878068216,0.08264188063117914,-0.19460000000000002,-0.039710352500000046
"(25, 12, True)",0,0,0,0,0
"(25, 12, False)",0.06379559086133298,-0.04690000000000004,0.01979261558749996,0.0916135741044321,0.13955135878068214
"(25, 13, True)",0,0,0,0,0
"(25, 13, False)",0.25779261558749994,0.21912103499999994,-0.03628451172500008,-0.14,0
"(25, 14, True)",0,0,0,0,0
"(25, 14, False)",0,0,0,0,0
"(26, 0, True)",0.0,0.0,0.0,0.0,0.0
"(26, 0, False)",0.0,0.33969915397512496,0.0,-0.06097000000000005,0.0
"(26, 1, True)",0,0,0,0,0
"(26, 1, False)",0,0,0,0,0
"(26, 2, True)",0,0,0,0,0
"(26, 2, False)",0,0,0,0,0
"(26, 3, True)",0,0,0,0,0
"(26, 3, False)",0,0,0,0,0
"(26, 4, True)",0,0,0,0,0
"(26, 4, False)",0.13999999999999999,0.182,0,-0.14,-0.18200000000000002
"(26, 5, True)",0,0,0,0,0
"(26, 5, False)",0,-0.08890000000000005,0,-0.14,-0.14
"(26, 6, True)",0,0,0,0,0
"(26, 6, False)",0.3371601975,-0.09945495000000003,-0.14,0,-0.19951400000000002
"(26, 7, True)",0,0,0,0,0
"(26, 7, False)",0.08231562191124994,0.09773384424999995,0.08165694282107104,0.0474802253640718,0.08020012180249993
"(26, 8, True)",0,0,0,0,0
"(26, 8, False)",-0.021236352017562604,0.04309019749999991,-0.23892505000000008,-0.21318850000000006,-0.18200000000000002
"(26, 9, True)",0,0,0,0,0
"(26, 9, False)",-0.07182374001250008,0.08691864999999994,0,-0.024661000000000037,-0.07233384869025007
"(26, 10, True)",0,0,0,0,0
"(26, 10, False)",0.0022055010074999437,0.11331494999999997,-0.02763460000000004,-0.02703414700000004,-0.02708024410000004
"(26, 11, True)",0,0,0,0,0
"(26, 11, False)",0.07160614999999998,-0.04205958432550007,-0.12468505000000002,0.07204877224999987,-0.14297605000000002
"(26, 12, True)",0,0,0,0,0
"(26, 12, False)",-0.04690000000000004,0.43147628316326986,-0.10112214472500011,0.06104978397024828,0.046979783970248254
"(26, 13, True)",0,0,0,0,0
"(26, 13, False)",-0.14,0.33653548827499996,-0.03875353300000005,-0.08572900000000004,-0.06934900000000005
"(26, 14, True)",0,0,0,0,0
"(26, 14, False)",-0.18200000000000002,0.13999999999999999,0,0,-0.18200000000000002
"(27, 0, True)",0.0,0.0,0.0,0.0,0.0
"(27, 0, False)",0.23309999999999995,0.0,-0.14,-0.14,0.0
"(27, 1, True)",0,0,0,0,0
"(27, 1, False)",0,0,0,0,0
"(27, 2, True)",0,0,0,0,0
"(27, 2, False)",0,0,0,0,0
"(27, 3, True)",0,0,0,0,0
"(27, 3, False)",0,0,0,0,0
"(27, 4, True)",0,0,0,0,0
"(27, 4, False)",-0.04690000000000004,-0.14,0,0,0
"(27, 5, True)",0,0,0,0,0
"(27, 5, False)",0.13999999999999999,-0.14,0,0,-0.14
"(27, 6, True)",0,0,0,0,0
"(27, 6, False)",0,-0.14,0,0,-0.14
"(27, 7, True)",0,0,0,0,0
"(27, 7, False)",0.022114979385015845,0.18288078074778144,0.011048813375584297,-0.02829628080272539,0.009718912524999937
"(27, 8, True)",0,0,0,0,0
"(27, 8, False)",-0.033616945802725395,-0.036454517672509124,-0.23379792863827498,-0.22899555377077496,-0.20762365697500007
"(27, 9, True)",0,0,0,0,0
"(27, 9, False)",-0.04204319000000001,0.11879345677499993,0.08114548014999994,-0.1140812869103251,0.027280434999999922
"(27, 10, True)",0,0,0,0,0
"(27, 10, False)",0,0.26009969999999993,-0.14,-0.13966466500000005,-0.14
"(27, 11, True)",0,0,0,0,0
"(27, 11, False)",0.3827771324999999,-0.01521403541000009,0,-0.04690000000000004,0.012974134589499878
"(27, 12, True)",0,0,0,0,0
"(27, 12, False)",0.2670989999999999,0.24443741961992488,0.05229296064999985,0.04737896064999985,0.048907085499999864
"(27, 13, True)",0,0,0,0,0
"(27, 13, False)",0.2920008349999999,0.19740329752499994,0.009746101924999861,0.05913450790099985,-0.029580918947975626
"(27, 14, True)",0,0,0,0,0
"(27, 14, False)",0.12278380951374998,-0.017073523250000028,-0.05528900825000003,-0.05528900825000003,-0.09728900825000004
"(28, 0, True)",0.0,0.0,0.0,0.0,0.0
"(28, 0, False)",0.13999999999999999,0.0,0.0,0.0,0.0
"(28, 1, True)",0,0,0,0,0
"(28, 1, False)",0,0,0,0,0
"(28, 2, True)",0,0,0,0,0
"(28, 2, False)",0,0,0,0,0
"(28, 3, True)",0,0,0,0,0
"(28, 3, False)",0,0,0,0,0
"(28, 4, True)",0,0,0,0,0
"(28, 4, False)",0,0.23309999999999995,-0.14,-0.18200000000000002,-0.19460000000000002
"(28, 5, True)",0,0,0,0,0
"(28, 5, False)",0,0.27509999999999996,-0.19838000000000003,-0.14,0
"(28, 6, True)",0,0,0,0,0
"(28, 6, False)",0.1949159940445414,0.20991495,-0.04690000000000004,-0.06097000000000005,0
"(28, 7, True)",0,0,0,0,0
"(28, 7, False)",0.03550245420575429,0.31356352690167283,-0.1396840059554586,-0.009173148247361929,-0.02077525936639965
"(28, 8, True)",0,0,0,0,0
"(28, 8, False)",0.08833624870735035,0.3864313267499999,-0.10151194460961208,-0.12325639460961205,-0.018727765000000077
"(28, 9, True)",0,0,0,0,0
"(28, 9, False)",0.3135849499999999,0.33977548499999993,0.08909418927499989,0,0.06853399174999991
"(28, 10, True)",0,0,0,0,0
"(28, 10, False)",0.21056173909224993,0.08539999999999995,-0.06097000000000005,0.006759807774999939,-0.06695115700000005
"(28, 11, True)",0,0,0,0,0
"(28, 11, False)",0.24131662702998372,0.006521484099112411,0.007860380499999908,0.005654949999999933,0.0068790641499999056
"(28, 12, True)",0,0,0,0,0
"(28, 12, False)",0.182,0.3359167101499999,0.006666756582499947,0.12268482185749985,0.07921066527499987
"(28, 13, True)",0,0,0,0,0
"(28, 13, False)",0.13999999999999999,0.21903,-0.06097000000000005,0,0
"(28, 14, True)",0,0,0,0,0
"(28, 14, False)",0,0,0,0,0
"(29, 0, True)",0.0,0.0,0.0,0.0,0.0
"(29, 0, False)",0.21000000000000002,0.0,-0.06999999999999999,0.0,0.0
"(29, 1, True)",0,0,0,0,0
"(29, 1, False)",-0.06999999999999999,0,0,0,0
"(29, 2, True)",0,0,0,0,0
"(29, 2, False)",0,0,0,0,0
"(29, 3, True)",0,0,0,0,0
"(29, 3, False)",0,0,0,0,0
"(29, 4, True)",0,0,0,0,0
"(29, 4, False)",0,0,0,0,0
"(29, 5, True)",0,0,0,0,0
"(29, 5, False)",0,0,0,0,0
"(29, 6, True)",0,0,0,0,0
"(29, 6, False)",0,0,0,0,0
"(29, 7, True)",0,0,0,0,0
"(29, 7, False)",0,0.29210234932533286,0,0,0.0754297542057543
"(29, 8, True)",0,0,0,0,0
"(29, 8, False)",0,0,0,0,0
"(29, 9, True)",0,0,0,0,0
"(29, 9, False)",0,0,0,0,0
"(29, 10, True)",0,0,0,0,0
"(29, 10, False)",-0.14,0.24622980777499995,-0.19838000000000003,-0.14,-0.28770000000000007
"(29, 11, True)",0,0,0,0,0
"(29, 11, False)",-0.14,0.18356814590974999,-0.043423943233387566,0,0
"(29, 12, True)",0,0,0,0,0
"(29, 12, False)",-0.017927182970016282,0,0,0,0
"(29, 13, True)",0,0,0,0,0
"(29, 13, False)",0,0,0,0,0
"(29, 14, True)",0,0,0,0,0
"(29, 14, False)",0,0,0,0,0
