estado,mover_adelante,mover_atras,girar_izquierda,girar_derecha,esperar
"(21, 8, True)",0,0,0,0,0
"(21, 8, False)",0.13999999999999999,0,-0.14,0,0
"(21, 9, True)",0,0,0,0,0
"(21, 9, False)",-0.14,0,0,0,-0.18200000000000002
"(21, 10, True)",0,0,0,0,0
"(21, 10, False)",0,0,0,0,0
"(21, 11, True)",0,0,0,0,0
"(21, 11, False)",0,0,0,0,0
"(21, 12, True)",0,0,0,0,0
"(21, 12, False)",0,0,0,0,0
"(21, 13, True)",0,0,0,0,0
"(21, 13, False)",0,0,0,0,0
"(21, 14, True)",0,0,0,0,0
"(21, 14, False)",0,0,0,0,0
"(22, 0, True)",0.0,0.0,0.0,0.0,0.0
"(22, 0, False)",0.0,0.0,0.0,0.0,0.0
"(22, 1, True)",0,0,0,0,0
"(22, 1, False)",0,0,0,0,0
"(22, 2, True)",0,0,0,0,0
"(22, 2, False)",0,0,0,0,0
"(22, 3, True)",0,0,0,0,0
"(22, 3, False)",0,0.13999999999999999,0,0,0
"(22, 4, True)",0,0,0,0,0
"(22, 4, False)",0,0,0,0,0
"(22, 5, True)",0,0,0,0,0
"(22, 5, False)",0,0,0,0,0
"(22, 6, True)",0,0,0,0,0
"(22, 6, False)",0.182,0,-0.06097000000000005,-0.04690000000000004,-0.06097000000000005
"(22, 7, True)",0,0,0,0,0
"(22, 7, False)",0.13999999999999999,0,0,0,0
"(22, 8, True)",0,0,0,0,0
"(22, 8, False)",0.13999999999999999,0,-0.19460000000000002,-0.19460000000000002,-0.19995626000000005
"(22, 9, True)",0,0,0,0,0
"(22, 9, False)",0,-0.18200000000000002,0,-0.19460000000000002,0
"(22, 10, True)",0,0,0,0,0
"(22, 10, False)",0,0,0,0,0
"(22, 11, True)",0,0,0,0,0
"(22, 11, False)",0,0,0,0,0
"(22, 12, True)",0,0,0,0,0
"(22, 12, False)",0,0,0,0,0
"(22, 13, True)",0,0,0,0,0
"(22, 13, False)",0,0,0,0,0
"(22, 14, True)",0,0,0,0,0
"(22, 14, False)",0,0,0,0,0
"(23, 0, True)",0.0,0.0,0.0,0.0,0.0
"(23, 0, False)",0.0,0.0,0.0,0.0,0.0
"(23, 1, True)",0,0,0,0,0
"(23, 1, False)",0,0,0,0,0
"(23, 2, True)",0,0,0,0,0
"(23, 2, False)",0,0,0,0,0
"(23, 3, True)",0,0,0,0,0
"(23, 3, False)",0,0.13999999999999999,0,0,0
"(23, 4, True)",0,0,0,0,0
"(23, 4, False)",0,0,0,0,0
"(23, 5, True)",0,0,0,0,0
"(23, 5, False)",0,0,0,0,0
"(23, 6, True)",0,0,0,0,0
"(23, 6, False)",0.27509999999999996,0,0,-0.04690000000000004,0
"(23, 7, True)",0,0,0,0,0
"(23, 7, False)",0,-0.04690000000000004,-0.14,0,-0.18200000000000002
"(23, 8, True)",0,0,0,0,0
"(23, 8, False)",0,0,0,0,0
"(23, 9, True)",0,0,0,0,0
"(23, 9, False)",0.13999999999999999,-0.08890000000000005,-0.14,0,-0.14
"(23, 10, True)",0,0,0,0,0
"(23, 10, False)",0.182,0.12738495,-0.07357000000000004,-0.07357000000000004,-0.03379600000000004
"(23, 11, True)",0,0,0,0,0
"(23, 11, False)",-0.14569100000000001,-0.04690000000000004,-0.21625376500000004,-0.18200000000000002,-0.19460000000000002
"(23, 12, True)",0,0,0,0,0
"(23, 12, False)",-0.14,0,-0.19460000000000002,-0.18200000000000002,-0.19838000000000003
"(23, 13, True)",0,0,0,0,0
"(23, 13, False)",0,0,0,0,0
"(23, 14, True)",0,0,0,0,0
"(23, 14, False)",0,0,0,0,0
"(24, 0, True)",0.0,0.0,0.0,0.0,0.0
"(24, 0, False)",0.0,0.0,0.0,0.0,0.0
"(24, 1, True)",0,0,0,0,0
"(24, 1, False)",0,0,0,0,0
"(24, 2, True)",0,0,0,0,0
"(24, 2, False)",0,0,0,0,0
"(24, 3, True)",0,0,0,0,0
"(24, 3, False)",-0.061828585000000054,0.13999999999999999,-0.14,-0.14,0
"(24, 4, True)",0,0,0,0,0
"(24, 4, False)",0,0,0,0,0
"(24, 5, True)",0,0,0,0,0
"(24, 5, False)",0,0,0,0,0
"(24, 6, True)",0,0,0,0,0
"(24, 6, False)",0.13999999999999999,0,0,0,0
"(24, 7, True)",0,0,0,0,0
"(24, 7, False)",0.13999999999999999,-0.0012451442011865682,-0.19838000000000003,-0.14,-0.19999964570600004
"(24, 8, True)",0,0,0,0,0
"(24, 8, False)",0.30302999999999997,-0.14,0.019514949999999948,0.06151494999999996,0
"(24, 9, True)",0,0,0,0,0
"(24, 9, False)",0.182,0.10108598499999996,-0.04690000000000004,-0.03304000000000004,-0.030528190000000042
"(24, 10, True)",0,0,0,0,0
"(24, 10, False)",0,-0.06097000000000004,0,-0.19460000000000002,-0.19460000000000002
"(24, 11, True)",0,0,0,0,0
"(24, 11, False)",0,0,0,0,0
"(24, 12, True)",0,0,0,0,0
"(24, 12, False)",-0.14,-0.14,-0.14,-0.14,-0.14
"(24, 13, True)",0,0,0,0,0
"(24, 13, False)",0.13999999999999999,0,0,0,-0.14
"(24, 14, True)",0,0,0,0,0
"(24, 14, False)",0,0,0,0,0
"(25, 0, True)",0.0,0.0,0.0,0.0,0.0
"(25, 0, False)",0.0,0.26103,-0.14,-0.14,-0.18200000000000002
"(25, 1, True)",0,0,0,0,0
"(25, 1, False)",-0.15407000000000004,0.1946,-0.03304000000000004,-0.07044520000000005,-0.024661000000000037
"(25, 2, True)",0,0,0,0,0
"(25, 2, False)",-0.04104100000000004,-0.04690000000000004,0,-0.19838000000000003,-0.14
"(25, 3, True)",0,0,0,0,0
"(25, 3, False)",0,0.17526529999999998,-0.19460000000000002,-0.14,-0.14
"(25, 4, True)",0,0,0,0,0
"(25, 4, False)",-0.14,-0.14,-0.19460000000000002,-0.14,0
"(25, 5, True)",0,0,0,0,0
"(25, 5, False)",-0.14,0.182,0,0,-0.04690000000000004
"(25, 6, True)",0,0,0,0,0
"(25, 6, False)",-0.08458843120000005,0.23309999999999995,-0.19997991072039767,-0.19838000000000003,-0.1503177931080001
"(25, 7, True)",0,0,0,0,0
"(25, 7, False)",0.182,0.20865391849445633,-0.06097000000000005,0,-0.06519100000000005
"(25, 8, True)",0,0,0,0,0
"(25, 8, False)",0.1032389751796336,0.11776593770961244,-0.19838000000000003,-0.19460000000000002,0
"(25, 9, True)",0,0,0,0,0
"(25, 9, False)",0.23559424716975,-0.1259460815055437,-0.2669846547141376,-0.20152961500000008,-0.27258665267250387
"(25, 10, True)",0,0,0,0,0
"(25, 10, False)",0,-0.09312100000000006,-0.18200000000000002,-0.14,-0.14
"(25, 11, True)",0,0,0,0,0
"(25, 11, False)",-0.14,-0.04690000000000004,-0.18200000000000002,-0.19460000000000002,-0.19460000000000002
"(25, 12, True)",0,0,0,0,0
"(25, 12, False)",0.182,-0.14,-0.19460000000000002,-0.18200000000000002,0
"(25, 13, True)",0,0,0,0,0
"(25, 13, False)",0.13999999999999999,0,0,0,0
"(25, 14, True)",0,0,0,0,0
"(25, 14, False)",0,0,0,0,0
"(26, 0, True)",0.0,0.0,0.0,0.0,0.0
"(26, 0, False)",0.26103,0.0,-0.14,0.0,-0.14
"(26, 1, True)",0,0,0,0,0
"(26, 1, False)",0.22278847674999994,0.31562999999999997,-0.01897000000000003,0,-0.03304000000000004
"(26, 2, True)",0,0,0,0,0
"(26, 2, False)",0.11052303499999999,0.16473313499999998,0,-0.07608228022500008,0
"(26, 3, True)",0,0,0,0,0
"(26, 3, False)",0.1694,-0.01897000000000003,-0.20721505000000004,-0.14,-0.19460000000000002
"(26, 4, True)",0,0,0,0,0
"(26, 4, False)",0.01074536058749991,-0.14,-0.14,-0.19838000000000003,-0.14
"(26, 5, True)",0,0,0,0,0
"(26, 5, False)",0.1946,0,-0.06097000000000004,-0.06097000000000004,0
"(26, 6, True)",0,0,0,0,0
"(26, 6, False)",-0.032830000000000054,0.21130403084,-0.10150000000000005,0.024112949268953906,0.017518173161999905
"(26, 7, True)",0,0,0,0,0
"(26, 7, False)",0,-0.04690000000000004,0,0,0
"(26, 8, True)",0,0,0,0,0
"(26, 8, False)",0.03671325252335755,0.1722351502203108,-0.08104372445775435,-0.08910904211513776,-0.09586855555318755
"(26, 9, True)",0,0,0,0,0
"(26, 9, False)",-0.10119252866726874,0.12762026908749993,-0.08707984250000009,-0.1279218920000001,-0.0946155659750001
"(26, 10, True)",0,0,0,0,0
"(26, 10, False)",0.27509999999999996,-0.14,-0.14,0,0
"(26, 11, True)",0,0,0,0,0
"(26, 11, False)",-0.14,0,0,0,-0.14
"(26, 12, True)",0,0,0,0,0
"(26, 12, False)",0,0,0,0,0
"(26, 13, True)",0,0,0,0,0
"(26, 13, False)",0,-0.01897000000000003,0,0,0
"(26, 14, True)",0,0,0,0,0
"(26, 14, False)",0,0,0,0,0
"(27, 0, True)",0.0,0.0,0.0,0.0,0.0
"(27, 0, False)",0.37323624659375176,0.0,0.0,0.0,0.0
"(27, 1, True)",0,0,0,0,0
"(27, 1, False)",0.2854671299293946,0.021595174999999966,-0.04690000000000004,0.05123624659375174,0.06660712057187727
"(27, 2, True)",0,0,0,0,0
"(27, 2, False)",0.06965,0.2877345739781255,-0.13540486101515514,-0.11085655000000005,-0.05625655000000004
"(27, 3, True)",0,0,0,0,0
"(27, 3, False)",0,0.11189517499999999,-0.18200000000000002,-0.19460000000000002,-0.14
"(27, 4, True)",0,0,0,0,0
"(27, 4, False)",0,0.03483333166249994,0.008676255716624903,0.00624191058749993,0
"(27, 5, True)",0,0,0,0,0
"(27, 5, False)",0,0.09212770279999993,-0.04690000000000004,-0.04690000000000004,0
"(27, 6, True)",0,0,0,0,0
"(27, 6, False)",0.09799999999999998,0.38382916436199993,0.008127702799999914,0.07145673957808389,-0.14
"(27, 7, True)",0,0,0,0,0
"(27, 7, False)",0.042941499999999924,0.3092617253071488,-0.1448770732500001,-0.14,0
"(27, 8, True)",0,0,0,0,0
"(27, 8, False)",0.27568680497315623,0.2731902862342794,0.08179231274884999,0.06375307696381989,0.05625454660700836
"(27, 9, True)",0,0,0,0,0
"(27, 9, False)",0.01406526985373896,-0.10154020983181261,-0.19143994237469866,-0.157760303583457,-0.1554966212830626
"(27, 10, True)",0,0,0,0,0
"(27, 10, False)",0.16218529424999997,-0.04690000000000004,0,0,0
"(27, 11, True)",0,0,0,0,0
"(27, 11, False)",0.006328889340374927,-0.02979655000000006,-0.20202907322500008,-0.11615735250000007,-0.13271355825000009
"(27, 12, True)",0,0,0,0,0
"(27, 12, False)",0,0.15124264749999988,-0.14,-0.14,0
"(27, 13, True)",0,0,0,0,0
"(27, 13, False)",-0.08539999999999998,-0.14,-0.02636830000000004,-0.03852730000000004,-0.04690000000000004
"(27, 14, True)",0,0,0,0,0
"(27, 14, False)",0.23309999999999995,0,0,0,0
"(28, 0, True)",0.0,0.0,0.0,0.0,0.0
"(28, 0, False)",0.11270000000000002,0.0,0.0,-0.06999999999999999,-0.06999999999999999
"(28, 1, True)",0,0,0,0,0
"(28, 1, False)",0.029370873978125545,0.5377042152609007,0.3997268913764136,0.40551069933291356,0.19737725
"(28, 2, True)",0,0,0,0,0
"(28, 2, False)",0.3819857257031898,0.3806616686441948,0.17667181960786638,0.1365698760315882,0.16368651905310494
"(28, 3, True)",0,0,0,0,0
"(28, 3, False)",0.186012341375,0.22215338889725889,0.06275212360753407,0.07563937747498123,0.0711151789389627
"(28, 4, True)",0,0,0,0,0
"(28, 4, False)",0.10280777276437499,0,-0.10702550862500004,-0.06160192517500006,-0.06519100000000005
"(28, 5, True)",0,0,0,0,0
"(28, 5, False)",0.13999999999999999,-0.04690000000000004,-0.14,-0.14,-0.14
"(28, 6, True)",0,0,0,0,0
"(28, 6, False)",0.25786145,0.13999999999999999,0,0.06665954749999989,0
"(28, 7, True)",0,0,0,0,0
"(28, 7, False)",0.3160688662838558,0.18478352358244607,0.0612262859949999,0.0613002794949999,0.0601280154999999
"(28, 8, True)",0,0,0,0,0
"(28, 8, False)",0.38734505578924106,0.08799577062899214,-0.046414155177763955,-0.051530815722272756,-0.06473379094860662
"(28, 9, True)",0,0,0,0,0
"(28, 9, False)",-0.05165682391070764,-0.053613036291455966,-0.240219633985399,-0.20041574205537793,-0.2401456111724316
"(28, 10, True)",0,0,0,0,0
"(28, 10, False)",-0.08539999999999998,-0.16896370436012448,-0.06793150000000006,-0.039380068000000046,-0.07735000000000006
"(28, 11, True)",0,0,0,0,0
"(28, 11, False)",0.27720064749999995,0.16718604902999995,0.05059822608749991,0.05763995976374992,0.08459184999999994
"(28, 12, True)",0,0,0,0,0
"(28, 12, False)",0,0,0,0,0
"(28, 13, True)",0,0,0,0,0
"(28, 13, False)",-0.08890000000000005,0,0,0,-0.18200000000000002
"(28, 14, True)",0,0,0,0,0
"(28, 14, False)",0,0,0,0,0
"(29, 0, True)",0.0,0.0,0.0,0.0,0.0
"(29, 0, False)",0.21000000000000002,0.0,0.0,-0.091,0.0
"(29, 1, True)",0,0,0,0,0
"(29, 1, False)",0.30310000000000004,0.21000000000000002,0,0.06965,-0.06999999999999999
"(29, 2, True)",0,0,0,0,0
"(29, 2, False)",0.14948626262499998,0.14654517500000003,0.07945097124999999,0.13058626262499995,0.07945097124999999
"(29, 3, True)",0,0,0,0,0
"(29, 3, False)",0.294527886891947,0,-0.0973,-0.06999999999999999,-0.06999999999999999
"(29, 4, True)",0,0,0,0,0
"(29, 4, False)",0,0,0,0,0
"(29, 5, True)",0,0,0,0,0
"(29, 5, False)",0,0,0,0,0
"(29, 6, True)",0,0,0,0,0
"(29, 6, False)",0,0,0,0,0
"(29, 7, True)",0,0,0,0,0
"(29, 7, False)",0,0,0,0,0
"(29, 8, True)",0,0,0,0,0
"(29, 8, False)",0,0,0,0,0
"(29, 9, True)",0,0,0,0,0
"(29, 9, False)",-0.14,0.16588756308201869,0,0,0
"(29, 10, True)",0,0,0,0,0
"(29, 10, False)",0,0.24695999999999996,-0.14,0,-0.14
"(29, 11, True)",0,0,0,0,0
"(29, 11, False)",0.41468839999999996,-0.04690000000000004,-0.01897000000000003,-0.04690000000000004,-0.06645730000000005
"(29, 12, True)",0,0,0,0,0
"(29, 12, False)",0.13999999999999999,0.23309999999999995,-0.06097000000000005,0,0
"(29, 13, True)",0,0,0,0,0
"(29, 13, False)",0.13999999999999999,0.13999999999999999,-0.08890000000000005,-0.14,-0.10150000000000005
"(29, 14, True)",0,0,0,0,0
"(29, 14, False)",0,0,0,0,0
